1697789700.0,29357.60000000,29680.00000000,29331.99000000,29599.01000000,2222.87468000,1697790599999,65595920.36858840,54851,1293.51616000,38166105.58572200,0
1697790600.0,29599.00000000,29841.26000000,29599.00000000,29816.38000000,1938.94242000,1697791499999,57619664.35458230,53749,1037.29087000,30828542.55059410,0
1697791500.0,29816.38000000,29845.17000000,29725.90000000,29731.84000000,994.58493000,1697792399999,29610830.07434150,33605,438.51306000,13055978.18577370,0
1697792400.0,29731.84000000,29767.95000000,29652.22000000,29709.10000000,714.47398000,1697793299999,21226741.86099280,29704,341.98424000,10159650.50470720,0
1697793300.0,29709.10000000,29816.51000000,29651.68000000,29783.92000000,846.74482000,1697794199999,25191556.24452020,28728,415.37693000,12358035.58198050,0
1697794200.0,29783.92000000,29829.47000000,29738.49000000,29753.37000000,686.44406000,1697795099999,20441160.89205480,23126,300.36466000,8944576.19965530,0
1697795100.0,29753.37000000,29820.00000000,29705.94000000,29798.11000000,665.52421000,1697795999999,19815187.81735520,23788,352.06660000,10481706.66790070,0
1697796000.0,29798.10000000,29930.00000000,29770.06000000,29895.30000000,1433.75768000,1697796899999,42801627.56754540,35941,697.84638000,20835613.71170080,0
1697796900.0,29895.30000000,30000.00000000,29825.00000000,29840.02000000,2412.21562000,1697797799999,72258572.83828050,54169,1490.30764000,44655471.63339170,0
1697797800.0,29840.02000000,30207.55000000,29795.31000000,29999.71000000,2730.99687000,1697798699999,81998929.24837440,71659,1563.85430000,46953827.88314860,0
1697798700.0,29999.72000000,30000.00000000,29850.00000000,29850.01000000,773.06308000,1697799599999,23130472.23035360,37794,343.90907000,10291165.71298580,0
1697799600.0,29850.00000000,29960.60000000,29795.44000000,29960.41000000,1003.48596000,1697800499999,29976059.26018680,36949,583.16884000,17418833.69470460,0
1697800500.0,29960.42000000,29994.04000000,29908.44000000,29957.90000000,655.47203000,1697801399999,19638110.42277900,24121,319.66010000,9577716.68746280,0
1697801400.0,29957.90000000,30038.30000000,29871.08000000,29903.00000000,981.08775000,1697802299999,29407334.31602720,31964,546.74112000,16392378.02900330,0
1697802300.0,29903.00000000,29938.99000000,29825.37000000,29839.99000000,670.15959000,1697803199999,20027420.19772570,28496,226.14868000,6758554.83279930,0
1697803200.0,29839.99000000,29910.00000000,29835.00000000,29876.37000000,557.10907000,1697804099999,16645590.49045270,20054,241.29047000,7208394.83256010,0
1697804100.0,29876.37000000,29885.78000000,29522.41000000,29597.86000000,1608.86133000,1697804999999,47789311.04365870,49170,651.29932000,19343079.74287500,0
1697805000.0,29597.87000000,29689.99000000,29542.71000000,29619.99000000,1389.69017000,1697805899999,41149584.27585980,43940,648.52040000,19201960.59239920,0
1697805900.0,29620.00000000,29629.54000000,29380.00000000,29509.21000000,1954.33854000,1697806799999,57632215.54177390,52764,914.50364000,26967518.15343840,0
1697806800.0,29509.21000000,29573.92000000,29481.02000000,29489.90000000,796.89632000,1697807699999,23533906.77738020,30885,398.47145000,11768423.31827260,0
1697807700.0,29489.91000000,29544.45000000,29467.48000000,29515.01000000,534.54751000,1697808599999,15770331.37378140,22008,245.60812000,7246205.95403650,0
1697808600.0,29515.01000000,29630.00000000,29458.18000000,29564.09000000,797.96793000,1697809499999,23584587.99278960,28876,362.95799000,10730064.66174960,0
1697809500.0,29564.09000000,29665.07000000,29556.59000000,29654.64000000,615.09998000,1697810399999,18224540.02226510,18502,356.92517000,10575670.53458660,0
1697810400.0,29654.64000000,29730.50000000,29413.31000000,29460.01000000,980.46458000,1697811299999,29002347.29422010,29547,409.16687000,12102104.65949970,0
1697811300.0,29460.00000000,29575.07000000,29460.00000000,29524.98000000,527.40868000,1697812199999,15573606.56952970,18524,272.91124000,8057845.59388570,0
1697812200.0,29524.98000000,29575.00000000,29456.00000000,29571.40000000,518.24550000,1697813099999,15298954.50794970,17574,202.16677000,5969707.78770240,0
1697813100.0,29571.39000000,29615.00000000,29545.00000000,29586.19000000,382.26221000,1697813999999,11306651.89819290,14216,184.02000000,5442901.22068270,0
1697814000.0,29586.20000000,29599.19000000,29499.49000000,29560.85000000,546.50478000,1697814899999,16147023.36414060,14233,211.22277000,6240404.55645070,0
1697814900.0,29560.86000000,29600.00000000,29522.26000000,29580.00000000,342.01547000,1697815799999,10111823.65738920,12397,165.44923000,4891829.61736420,0
1697815800.0,29580.00000000,29597.98000000,29486.00000000,29487.94000000,427.25703000,1697816699999,12617592.80703290,12095,189.30564000,5590268.43562100,0
1697816700.0,29487.95000000,29554.88000000,29486.95000000,29550.98000000,336.22274000,1697817599999,9926172.72589900,9544,178.22464000,5261391.27878410,0
1697817600.0,29550.98000000,29554.27000000,29473.59000000,29473.59000000,333.35002000,1697818499999,9835929.34332900,9933,130.74933000,3858102.28355720,0
1697818500.0,29473.60000000,29565.19000000,29445.00000000,29558.14000000,462.00515000,1697819399999,13631736.84547800,11498,218.91406000,6460097.77613840,0
1697819400.0,29558.15000000,29592.71000000,29539.95000000,29561.61000000,430.14895000,1697820299999,12716615.68099560,10555,205.95503000,6088849.27737220,0
1697820300.0,29561.61000000,29570.74000000,29480.01000000,29492.87000000,289.57410000,1697821199999,8546901.86221510,9628,109.11481000,3220684.52218530,0
1697821200.0,29492.87000000,29492.88000000,29321.00000000,29402.37000000,757.53568000,1697822099999,22280072.15546740,22636,300.54017000,8837195.07776140,0
1697822100.0,29402.37000000,29480.00000000,29392.54000000,29479.99000000,220.40090000,1697822999999,6491741.56956960,12060,104.61403000,3081172.54145290,0
1697823000.0,29480.00000000,29500.00000000,29450.22000000,29495.63000000,230.39324000,1697823899999,6791796.39521630,10259,89.59174000,2640774.46331550,0
1697823900.0,29495.62000000,29526.62000000,29486.98000000,29516.38000000,312.90565000,1697824799999,9232137.52197210,9743,160.33311000,4730192.51618140,0
1697824800.0,29516.38000000,29554.77000000,29474.64000000,29489.54000000,331.99248000,1697825699999,9800478.75263590,10229,156.13873000,4609197.68477080,0
1697825700.0,29489.55000000,29517.39000000,29470.00000000,29514.91000000,217.70324000,1697826599999,6420982.04438670,7262,113.17469000,3337766.27395740,0
1697826600.0,29514.90000000,29539.78000000,29491.43000000,29500.95000000,196.41209000,1697827499999,5797032.49350160,7666,104.83631000,3094250.30340880,0
1697827500.0,29500.94000000,29501.33000000,29480.01000000,29485.76000000,161.34185000,1697828399999,4758415.19148440,6176,78.98422000,2329407.14283960,0
1697828400.0,29485.76000000,29509.98000000,29478.47000000,29478.47000000,207.91407000,1697829299999,6132440.24221800,6897,110.57212000,3261414.86660240,0
1697829300.0,29478.48000000,29482.89000000,29400.00000000,29436.64000000,311.57578000,1697830199999,9172912.81023020,9794,134.47083000,3958552.00814400,0
1697830200.0,29436.64000000,29476.83000000,29405.16000000,29420.00000000,203.20721000,1697831099999,5983978.00801710,7382,96.14110000,2830772.65547300,0
1697831100.0,29420.00000000,29567.71000000,29412.58000000,29561.41000000,409.53000000,1697831999999,12084110.05157850,11871,261.13306000,7705012.47650120,0
1697832000.0,29561.40000000,29575.00000000,29513.50000000,29566.26000000,284.19790000,1697832899999,8397936.94974160,8993,162.11969000,4790427.72642930,0
1697832900.0,29566.25000000,29621.28000000,29555.10000000,29585.00000000,809.27073000,1697833799999,23948111.94176470,13122,299.33447000,8856480.71090040,0
1697833800.0,29585.00000000,29641.36000000,29560.66000000,29628.06000000,260.57031000,1697834699999,7714339.41190320,8866,149.53213000,4427316.86902520,0
1697834700.0,29628.05000000,29628.06000000,29573.37000000,29580.92000000,222.93863000,1697835599999,6598640.17615960,7247,101.12060000,2992885.72138280,0
1697835600.0,29580.93000000,29625.00000000,29577.83000000,29617.55000000,144.07962000,1697836499999,4265694.71633530,6314,71.37835000,2113295.03008900,0
1697836500.0,29617.55000000,29642.45000000,29598.56000000,29613.22000000,174.32872000,1697837399999,5164448.35101220,6420,71.58591000,2120461.61763470,0
1697837400.0,29613.22000000,29640.00000000,29602.36000000,29617.48000000,168.78370000,1697838299999,4999546.59871490,6498,86.20796000,2553392.51775640,0
1697838300.0,29617.48000000,29633.12000000,29601.90000000,29614.79000000,89.69263000,1697839199999,2656283.37853290,4998,46.74560000,1384247.03014700,0
1697839200.0,29614.79000000,29655.07000000,29595.29000000,29642.37000000,169.84722000,1697840099999,5031895.41825800,7549,88.35251000,2617468.13807630,0
1697840100.0,29642.36000000,29642.37000000,29600.01000000,29634.64000000,121.05067000,1697840999999,3585275.55340660,5561,58.24293000,1724900.88516860,0
1697841000.0,29634.65000000,29642.85000000,29608.52000000,29633.69000000,129.26107000,1697841899999,3829951.71961120,6001,67.05326000,1986684.36358970,0
1697841900.0,29633.69000000,29674.60000000,29610.00000000,29661.67000000,164.25174000,1697842799999,4867825.69207980,7437,88.32951000,2617989.69936530,0
1697842800.0,29661.66000000,29790.59000000,29652.27000000,29759.78000000,531.95845000,1697843699999,15810362.71248240,19517,303.28144000,9013696.78141040,0
1697843700.0,29759.78000000,29769.71000000,29694.70000000,29752.35000000,230.63247000,1697844599999,6856385.22346110,9254,117.00210000,3478105.67447840,0
1697844600.0,29752.35000000,29752.36000000,29665.00000000,29685.12000000,165.88680000,1697845499999,4926391.01813670,7540,67.82949000,2013911.41852580,0
1697845500.0,29685.11000000,29696.24000000,29655.00000000,29669.04000000,111.45819000,1697846399999,3307159.21717250,6073,62.09303000,1842402.83594230,0
1697846400.0,29669.05000000,29699.68000000,29651.15000000,29663.26000000,266.43033000,1697847299999,7906817.31913250,9037,185.75188000,5513033.82539870,0
1697847300.0,29663.26000000,29696.19000000,29654.87000000,29687.27000000,221.40832000,1697848199999,6570194.45980290,8423,149.44062000,4434964.57608140,0
1697848200.0,29687.27000000,29687.27000000,29615.38000000,29616.36000000,129.30257000,1697849099999,3833914.98430770,8365,43.58395000,1292311.91807760,0
1697849100.0,29616.35000000,29633.07000000,29585.06000000,29628.16000000,219.55074000,1697849999999,6500140.89175770,10349,124.25019000,3678624.55943630,0
